"Question","Cypher"
"Tôi cần mua nhà 5 tầng ở Cầu Giấy có sổ nội thất trang bị sẵn.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(amen.name) CONTAINS ""đầy đủ nội thất"" OR
    toLower(amen.name) CONTAINS ""nội thất đầy đủ"" OR
    toLower(amen.name) CONTAINS ""đầy đủ"" OR
    toLower(amen.name) CONTAINS ""nội thất""
  )
  AND (
    toLower(ls.name) CONTAINS ""sổ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ""
  )
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà 5 tầng tại Cầu Giấy được trang bị nội thất đầy đủ pháp lý có sổ đỏ chính chủ.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(amen.name) CONTAINS ""đầy đủ nội thất"" OR
    toLower(amen.name) CONTAINS ""nội thất đầy đủ"" OR
    toLower(amen.name) CONTAINS ""đầy đủ"" OR
    toLower(amen.name) CONTAINS ""nội thất""
  )
  AND (
    toLower(ls.name) CONTAINS ""sổ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ""
  )
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cho tôi xem các căn nhà 5 tầng tại Cầu Giấy đầy đủ tiện nghi pháp lý có sổ.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(amen.name) CONTAINS ""đầy đủ nội thất"" OR
    toLower(amen.name) CONTAINS ""nội thất đầy đủ"" OR
    toLower(amen.name) CONTAINS ""đầy đủ"" OR
    toLower(amen.name) CONTAINS ""nội thất""
  )
  AND (
    toLower(ls.name) CONTAINS ""sổ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ""
  )
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có nhà 5 tầng nào ở Cầu Giấy đầy đủ tiện nghi nội thất có sổ đỏ không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(amen.name) CONTAINS ""đầy đủ nội thất"" OR
    toLower(amen.name) CONTAINS ""nội thất đầy đủ"" OR
    toLower(amen.name) CONTAINS ""đầy đủ"" OR
    toLower(amen.name) CONTAINS ""nội thất""
  )
  AND (
    toLower(ls.name) CONTAINS ""sổ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ""
  )
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà 5 tầng tại cầu giấy nội thất đầy đủ và có sổ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(amen.name) CONTAINS ""đầy đủ nội thất"" OR
    toLower(amen.name) CONTAINS ""nội thất đầy đủ"" OR
    toLower(amen.name) CONTAINS ""đầy đủ"" OR
    toLower(amen.name) CONTAINS ""nội thất""
  )
  AND (
    toLower(ls.name) CONTAINS ""sổ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ""
  )
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà ở Thanh Xuân gần trung tâm thương mại","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""trung tâm thương mại""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà tại Thanh Xuân gần trung tâm thương mại","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""trung tâm thương mại""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tôi muốn tìm nhà ở quận Thanh Xuân gần trung tâm thương mại.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""trung tâm thương mại""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm giúp tôi nhà ở Thanh Xuân gần khu trung tâm thương mại.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""trung tâm thương mại""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có căn nhà nào ở Thanh Xuân vị trí thuận tiện gần trung tâm thương mại không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""trung tâm thương mại""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tôi cần nhà ở Thanh Xuân gần khu mua sắm hoặc trung tâm thương mại.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""trung tâm thương mại""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có căn nhà nào tại Thanh Xuân vị trí gần trung tâm thương mại không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""trung tâm thương mại""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có nhà nào ở thanh Xuân gần trung tâm thương mại không","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(fac.name) CONTAINS ""trung tâm thương mại""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có căn nhà 4 tầng nào tại quận Cầu Giấy vị trí gần công viên không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""4 tầng""
  AND toLower(fac.name) CONTAINS ""công viên""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
