id,text
3202,"-  Nhà nằm trong khu vực trung tâm quận Cầu Giấy, gần rất nhiều trường Đại Học, dân trí cao, rất đáng sống. Ô tô 7 chỗ chạy thẳng vào nhà, rất đáng sống.
- Nhà xây 5 tầng, nội thất đẳng cấp được thiết kế theo từng chi tiết của căn nhà. Chủ giờ làm ăn phát đạt nên muốn bán để chuyển đổi nhà to hơn.
- Giá: 6 tỷ
- LH: Trường: uy tín,hiểu rõ khu vực, hỗ trợ tân tâm giá giao dịch tốt nhất thị trường cho anh chị."
3203,"Biệt thư nằm ở khu vực phân lô cực víp của Trung tâm Quận Tây Hồ, an sinh đỉnh, an ninh đảm bảo.
+ Trước nhà ô tô tránh, dừng đỗ thoải mái, ngõ phân lô bàn cờ thông tứ tung. Cách Hồ Tây vài trăm mét.
+ Nhà chủ tự xây được hơn chục năm, về thùng sơn là mới tinh. Chủ thiết kế biệt thự kiến trúc kiểu Pháp, sân vườn thoáng mát.
+ Nhà 2 mặt thoáng trước sau.
+ Thiết kế cơ bản mổi tầng 2 phòng đơn giản hợp lý. Đầy đủ công năng, thiết bị toàn đồ nhập khẩu
+ Sổ đỏ nở hậu, sẵn sàng giao dịch.
LH: Trường - uy tín, hiểu khu vực, hỗ trợ tận tâm giá giao dịch tốt nhất thị trường cho anh chị."
3204,"+ Nhà mặt phố nằm ở vị trí đắc địa bậc nhất quận Cầu Giấy, ô tô tránh, kinh doanh các kiểu.
Gần các trường Đại học lớn KH và Công nghệ, Điện Lực, HV Chính trị, HV Quốc phòng
+ Nhà xây 4 tầng khung cột chắc chắn. Nhà thiết kế hợp lý có ban công, giếng trời, sau nhà có khe thoáng.
+ Sổ đỏ vuông đẹp, pháp lý chuẩn.
Gía: 8 tỷ
LH: Trường - hô trợ tận tâm giá giao dịch tốt nhất thị trường"
3205,"- Nhà nằm ở vị trí đắc địa bậc nhất quận Cầu Giấy, ngõ quận ủy vượng khí ngút ngàn. Lô góc, ô tô tấn rưỡi ra vào vô tư, có chỗ quay đầu, tiện ích xung quanh bạt ngàn ba bước chân  chợ, siêu thị, trường học, trung tâm thương mại, an sinh đỉnh cao.
- Nhà chủ tự xây tân trang sạch đẹp, khung cột bê tông chắc chắn phòng nào cũng có cửa sổ thoáng mát, khách chỉ việc ở luôn.
- Chủ nhà các con cái thành đạt, bán chuyển lên Chung cư dưỡng già.
- Sổ đỏ chính chủ nở hậu sẵn sàng giao dịch.
- LH: Trường: uy tín,hiểu rõ khu vực, hỗ trợ tân tâm giá giao dịch tốt nhất thị trường cho anh chị."
3206,"Bán nhà xuân thủy 47m2 5T mt 4,1m 5,2 tỷ,dòng tiền 22tr/tháng gần trường dh,trung tâm
CĂN HỘ DỊCH VỤ DÒNG TIỀN 22 triệu/ tháng, GẦN NHIỀU TRƯỜNG ĐH, TRUNG TÂM QUẬN CẦU GIẤY.
Ngõ 85 Xuân Thủy là ngõ rộng, kinh doanh sầm uất, nhà gần phố, có nhiều lối vào/ ra, giao thông thuận tiện đi lại.
Vị trí xe ba gác vào nhà, dân cư đông đúc, dân trí cao. Đường trước nhà rộng gần 2m, cách ôtô đỗ 20m.
Hiện đang cho thuê làm căn hộ dịch vụ full phòng, tổng 8 phòng, doanh thu cho thuê 22tr/ tháng. Các phòng đã trang bị đầy đủ, điều hòa, nóng lạnh, giường tủ.
Thiết kế
+ Tầng 1: để xe + phòng ngủ nhỏ đang cho thuê;
+ Tầng 2,3,4: chia mỗi tầng 2 phòng vệ sinh giữa;
+ Tầng 5: thiết kế 1 phòng + bếp, sân phơi đồ.
Tất cả các phòng hiện đang cho người đi làm sinh viên thuê ổn định lâu dài, khách mua tiếp quản hợp đồng thuê luôn.
Nhà gần nhiều trường ĐH (Sư Phạm, Quốc Gia, Báo Chí)
Phù hợp cho ai mua nhà giữ đất ổn định dòng tiền.
Sổ đỏ chính chủ, hình thửa đẹp. Pháp lý chuẩn, giao dịch ngay."
3207,"Bán nhà đức diễn 50m2 6 tỷ đường oto thoáng,xung quanh là biệt thự gần trường học
NHÀ ĐẸP  Ô TÔ ĐỂ TRONG NHÀ  2 THOÁNG  TIỆN ÍCH AN SINH
Nhà thiết kế cầu thang giữa, mỗi tầng 2 phòng:
+ Tầng 1: Gara ô tô, Phòng khách, bếp, WC.
+ Tầng 2,3: Mỗi tầng 2 phòng, WC.
+ Tầng 4: Phòng thờ, sân phơi.
Nhà có 2 mặt thoáng trước và sau nhà có khe thoáng để mở cửa sổ nên rất thoáng sáng.
Đường trước nhà là đường ô tô, xung quanh toàn biệt thự sang trọng, khu vực dân trí cao, an ninh tốt.
Ngay đầu ngõ là trường học các cấp nên các con nhỏ đi học thuận tiện, chiều đến đi bộ ra Sân vận động và Trung tâm Văn hóa  Thông tin  Thể thao Quận Bắc Từ Liêm tập thể thao. Gần các trường Cao đẳng Công nghiệp Hà Nội, Cao đẳng ngoại ngữ Hà Nội, Học viện Kỹ thuật Quân sự, Trường Đại học Tài nguyên và Môi trường
Khu vực trung tâm văn hóa, chính trị của Quận Bắc Từ Liêm nên được hưởng cơ sở hạ tầng và nền tảng an sinh tốt."
3208,"BÁN NHÀ CẦU GIẤY 5,5 tỷ,45m2 4T mặt tiền 4,7m,ngõ oto tránh,mặt ngách thông cực hiếm
CẦU GIẤY NHÀ DÂN XÂY - BA GÁC TRÁNH - AN SINH ĐỈNH
Mô tả:
+ Ngõ 68/53 ô tô tránh, địa chỉ nhiều chấm nhưng rất gần ô tô. Ngõ ba gác tránh xe máy, mặt ngách thông.
+ Nhà chủ xây tâm huyết, chắc chắn. Cửa, cầu thang gỗ Lim, thiết bị gỗ Sồi, nhiều năm nhưng vẫn như mới.
- T1: Sân để xe, Khách, Bếp.
- T2,3: Mỗi tầng 2PN, vs giữa, ban công, khe thoáng.
- T4: Phòng thờ, sân phơi và 1 Phòng sinh hoạt.
+ Sổ đỏ phân lô, mặt tiền đẹp. Chủ nhà làm bên viễn thông và giáo viên, thiện chí bán để chuyển lên Chung cư."
3209,"Bán Nhà chùa Hà 26m2 4 tầng chỉ hơn 2 tỷ ngõ ba gác,tiện ích đỉnh chủ nhà dễ tính
NGÕ THẲNG TẮP - 20m RA PHỐ - NỞ HẬU - NHỎ TIỀN DỄ CHỐT
Mô tả:
+ Nhà xây thực tế 24m từ tầng 1. Cả khu mấy trăm nhà đều như vậy, cứ yên tâm sử dụng. Từ T2 đua thành 26m.
+ Nhà cách phố 20m, ngõ thẳng tắp, ngõ Bagac.
+ Nhà đi bộ ra chợ (ngõ 260 Cầu Giấy), KD chợ xe máy dễ sống, hưởng tiện ích toà nhà Discovery, FLC Cầu Giấy.
Thiết kế:
+ T1: khách, bếp, wc
+ T2+3: PN + wc
+ T4: phòng thờ, sân phơi, trồng cây
Pháp lý:
vuông vắn, nở hậu nhẹ, sẵn giao dịch
+ Hướng: chính Nam"
3210,"BÁN NHÀ XUÂN THỦY giá cực xốc 38m2 5T 4,55 tỷ,ngõ phố rộng,tiện ích,trung tâm
TRUNG TÂM - GẦN PHỐ - NGÕ TO - NHÀ ĐẸP Ở NGAY - TIỆN ÍCH NGẬP TRÀN
Mô tả:
+ Ngõ ba gác, to rộng thông thoáng sạch sẽ, 3 bước chân ra mặt phố, giao thông vô cùng thuận tiện ra các phố như: Cầu Giấy, Trần Thái Tông,
+ Nhà đối diện với Học Viên Báo Chí, ĐH Sư Phạm Hà Nội, CĐ Kinh Tế và Du Lịch, gần chợ đêm Sinh viên, trường học các cấp, tiện ích ngập tràn.
+ Nhà thoáng trước sau nên phòng nào cũng tràn ngập ánh sáng, thiết kế 5 tầng khung cột bê tông chắc chắn, nhà đầy đủ công năng sử dụng, khách mua chỉ việc dọn đồ về ở ngay.
+ Tầng 1: Phòng khách, bếp ăn, vệ sinh.
+ Tấng 2,3,4: Mỗi tầng 2 phòng ngủ, vệ sinh.
+ Tấng 5: Phòng thờ, sân phơi.
+ Sổ đỏ cất két sẵn sàng giao dịch."
3211,"BÁN NHÀ Hoa Bằng Cầu giấy 28m2 3t ngõ nông thoáng gần ô tô,kinh doanh tốt
Nhà đẹp ở luôn.
Tổng 2 ngủ đủ đồ.
NHÀ 2 TẦNG 1 LỬNG 1 TUM.
TẦNG 1: KHÁCH  BẾP VỆ SINH + LỬNG ( NGỦ).
TẦNG 2: NGỦ + VỆ SINH.
TẦNG TUM. MÁI TÔN PHƠI ĐỒ.
Ngõ rộng nông thông thoáng gần ô tô.kinh doanh nhỏ tý.
Mặt tiền đẹp sổ đỏ vuông nở hậu."
3212,"Chuyển nhượng dự án chung cư cao tầng tại Long Biên . Diện tích ô đất 6600 m2 với diện tích xây dựng 3520 m2 xây 25 tầng nổi, 3 hầm.
Tầng 1+2 thương mại dịch vụ ,tầng 3 đến tầng 25 nhà ở gồm 606 căn nhà xã hội diện tích 45.062m2 và 144 căn nhà ở thương mại diện tích 11307m2 thương phẩm . Dự án đã hoàn thiện pháp lý đã có quyết định giao đất chỉ việc xây dựng. Dự án chuyển nhượng với giá 285 tỷ khách chỉ việc vào triển khai dự án ."
3213,"Bán 8.3ha đất dự án xd chung cư và biệt thự gần khu công nghệ cao Hòa Lạc HN
+ DA khu nhà ở huyện Thạch Thất, Hà Nội. Diện tích 8.3804ha. diện tích xây dựng 18082.6m2.
+ 119 căn Biệt thự 3 tầng, 130 căn hộ chung cư tầng cao 20 tầng, quy mô dân số 1008 người.
+ Mật độ xd biệt thự 40%, còn lại là xây dựng tiện ích câu lạc bộ, nhà hàng, cây xanh, vườn hoa, bãi đỗ xe.
Giá chào 420 tỷ đã tách sổ đỏ 119 căn biệt thự."
3214,"Bán nhà phú diễn thang máy,6 tầng dt 42m2 chỉ hơn 8 tỷ
PHÂN LÔ Ô TÔ TRÁNH - THANG MÁY- GARA Ô TÔ - VỈA HÈ - KINH DOANH - NHÀ MỚI Ở NGAY!!!
+ Vị trí đẹp 6 tầng thang máy, ga ra ô tô, kinh doanh ở sướng.
+ Nhà thuộc khu tái định cư Phú Diễn Bắc Từ Liêm, ngõ rộng ô tô tránh, dừng đỗ ngày đêm.
+ An sinh khu vực tốt dân trí cao trường học các cấp có đủ, dân cư đông đúc giao thông thuận tiện.
+ Nhà thiết kế tầng 1 ga ra ô tô, kinh doanh.
+ Tầng 2, 3, 4, 5 mỗi tầng 1 phòng khép kín.
+ Tầng 6 phòng thờ sân phơi.
+ Sổ đỏ vuông đẹp pháp lý sạch sẵn sàng giao dịch."
3215,"Bán Nhà phố NGUYỄN VĂN GIÁP dt 65m2 mặt tiền 4m chỉ hơn 6 tỷ
VỊ TRÍ SIÊU HÓT,  SIÊU ĐẸP,  HÀNG XÓM VINHOMES GERDENIA-TRUNG TÂM QUẬN UỶ,  OTO 7 CHỖ QUA NHÀ , NGÕ 3,5-4M, NHÀ CÁCH MẶT PHỐ 30-50M, SỔ ĐẸP, NỞ HẬU
Mô tả
- ngõ 98 Nguyễn văn Giáp cực gần phố Hàm nghi , trái tim quận Nam Từ Liêm.
Gần sát Vinhomes Gardenia Hàm Nghi, gần chợ, các phòng khám, Vinmart+ , sửa chữa ô tô xe máy, nhà trẻ, nhà hàng quán ăn, có nhiều trường cấp 1,2 Cầu Diễn, các trường quốc tế ở KĐT Mỹ Đình 2.Xung quanh, hàng xóm thân thiện, dân trí cao, an ninh cực tốt.
- Nhà 3,5 tầng 55m2 + 10m2 lưu không (cũng 3 tầng)
- + Tầng 1: Chỗ để xe để được 4 xe máy, bếp riêng thông thoáng thiết kế tiện lợi. Đặc biệt có lối thoát hiểm cực an toàn (hiếm có).
- + Tầng 2: 2 phòng ngủ (trong đó gồm 1 phòng ngủ chính rộng kèm 1 phòng cho bé và 1 phòng ngủ phụ) + 1 vệ sinh, 1 phòng làm việc. Ban công rộng thoáng thích hợp trồng cây.
- + Tầng 3: Phòng ngủ + phòng thờ + sân phơi + 1 nhà vệ sinh + 1 kho chính + ban công.Nội thất: Trang trí nội thất, hiện đại, trần thạch cao, cửa sổ gỗ xịn, chống nóng, chống ồn. Thiết bị vệ sinh đầy đủ cao cấp
- sổ đỏ đẹp , nở hậu"
3216,"Bán nhà xuân thủy 35m2 4T 3,6 TỶ,lô góc 3 thoáng tiện ích,tặng nội thất oto đỗ cửa
TT CẦU GIẤY - LÔ GÓC 3 THOÁNG - BA GÁC TẬN CỬA - HỢP LÝ - CÔNG NĂNG TIỆN ÍCH - TẶNG NỘI THẤT
Mô tả:
+ Ngõ 85 Xuân Thuỷ rộng rãi, ô tô chạy thoải mái, nhà cách ô tô khoảng 40m, 3 gác vào tận cửa, giao thông thuận tiện, công năng tiện ích ngập tràn.
+ Nhà 4 tầng khung cốt rất chắc chắn, tầng chia 2 phòng. Khách mua về thêm vài thùng sơn là long lanh như mới.
+ Nhà lô góc, 3 mặt thoáng, phòng nào cũng trổ cửa sổ, sinh khí ngập tràn.
+ Khu vực yên tĩnh, dân trí tốt, gần trường, gần chợ, an sinh đỉnh.
+ Thiết kế:
- T1: Phòng khách + Bếp.
- T2,3: Mỗi tầng 2 phòng ngủ + Wc.
- T4: Phòng thờ + Sân phơi.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch."
3217,"Bán nhà xuân phương 30m2 5T nhà mới thiết kế sang đẹp,oto đỗ cửa chỉ hơn 3 tỷ
- Vị trí ngay đầu đường Xuân Phương, gần ngã tư Xuân Phương  Trịnh Văn Bô nên giao thông thuận tiện. Bán kính 500m cso đầy đủ cá dịch vụ tiện ích, trường học các cấp, Trường Đại học Công nghệ Đông Á, Trường Cao đẳng FPT Polytechnic, Trường Cao đẳng Quốc tế Hà Nội
- Khu vực các dự án lớn phát triển sầm uất xung quanh như: Khu đô thị Sinh thái Xuân Phương, Khu Đô thị Vân Canh
NHÀ MỚI ĐẸP  Ô TÔ ĐỖ CỬA  THOÁNG MÁT
- Nhà xây mới 5 tầng, thiết kế cầu thang cuối:
+ Tầng 1: Phòng khách, bếp, WC.
+ Tầng 2,3,4: Mỗi tầng 1 phòng, WC.
+ Tầng 5: Phòng thờ, sân phơi.
- Nhà có 2 mặt ngõ, trước nhà có sân chơi rộng thoáng để được 10 chiếc ô tô 4 chỗ. Ngõ thông tứ phía, sang ngõ 143 Xuân Phương, thông sang phố Hòe Thị, thông cả ra đường Trịnh Văn Bô."
3218,"Cần chuyển nhượng dự án nhà ở Đại Kim vị trí mặt phố Định Công- Hoàng Mai - Hà Nội.
Trong đó:
- Đất xây dựng nhà ở cao tầng 3750m2
- Đất xây dựng nhà ở thấp tầng biệt thự 1860m2.
Hồ sơ pháp lý đầy đủ.
Giá chuyển nhượng 220 tỷ."
3219,"Bán đất diện tích hơn 1Ha tại xã Tiến Xuân, Huyện Thạch Thất, HN.
- Vị trí đất mặt đường DT 446, nằm cách TTTP khoảng 32km theo hướng Đại lộ Thăng Long kéo dài, nằm gần khu biệt thự phân lô nghỉ dưỡng Xanhvilas, đất bằng phẳng, vuông vắn, giao thông thuận tiện, chỉ việc vào thi công luôn.
- Thích hợp phân lô bán nền,làm xưởng, biệt thự nghỉ dưỡng. sổ đỏ chính chủ đã có 1200m2 đất ở, còn lại là đất trồng cây lâu năm, giá bán hiện trạng 44 tỷ.
- Nếu chuyển đổi 55 lô đất thổ cư giá 60 tỷ đã bao gồm phí chuyển đổi."
3220,"BÁN NHÀ QUẬN LONG BIÊN - Ô TÔ ĐỖ CỬA - NHÀ DÂN XÂY- 3 MẶT THOÁNG  55M2, 4 TẦNG, MT 6.5M, NHỈNH 4 TỶ.
+ Phố Ngọc Thụy Quận Long Biên.
+ Vị trí nhà rất đẹp, ô tô đỗ cách nhà 5m, 20m ra mặt ngõ, sau ngõ 344 quy hoạch thì nhà vô cùng đẹp, tiện ích bạt ngàn, gần ngay trường Quốc tế Pháp, chợ Ngọc Thụy, trường Cấp 1, cấp 2 Ngọc Thụy.
+ Ngõ trước nhà rộng rãi, thoáng sáng, nhà lợi thế 3 mặt thoáng vĩnh viễn nên ánh sáng thiên nhiên ngập tràn.
+ Nhà chủ tự xây tâm huyết, chắc chắn, khách về thêm nước sơn đẹp như mới.

Thiết kế 4 tầng, tầng chia 2 phòng cơ bản.
Tầng 1: Trước chủ làm gara ô tô. Nay dùng để đồ.
Tầng 2: Phòng khách, phòng ăn và bếp.
Tầng 3: Chia 2 phòng ngủ.
Tầng 4: 1 Phòng ngủ, 1 phòng thờ và sân phơi.
+ Sổ đỏ chính chủ, đẹp hơn siêu mẫu, chủ cất két chờ giao dịch.
+Tư vấn miễn phí 24/7.                                                                                                                     + +Liên Hệ: Nguyễn Tình, Chuyên Thổ Cư."
3221,"Nhà vị trí đẹp thuộc đường Nguyễn Trãi, quận Thanh Xuân, ngay sau Royal City.
+ Ngõ xe 3 gác tránh xe máy, rất thoáng.
+ Nhà chủ tự xây rất đẹp, chắc chắn.
+ Thiết kế 5 tầng: mỗi tầng 1 phòng rộng rãi, tổng 3 phòng ngủ.
+ Sổ đỏ đẹp, sẵn sàng sang tên.
Liên hệ xem nhà trực tiếp miễn phí:  Lê Đào -
Số 1 Thổ Cư - Tư vấn pháp lý, sang tên sổ đỏ và hỗ trợ Ngân hàng."
3222,"Bán nhà Mặt phố Tôn Đức Thắng,Vị trí đẹp - Giá rẻ 19.5 tỉ.
Diện tích 90m x 5 tầng, Nhà khung chắc chắn,khang trang sạch đẹp. Vị trí đắc địa, con phố sầm uất quanh năm. Chủ nhà hiện đang kinh doanh rất hiệu quả.
Sổ đỏ chính chủ.
Giá bán : 19.5 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3223,"Chính chủ gửi bán nhà khu Phan Bội Châu - Ngõ ô tô - Giá hợp lý 12.8 tỉ.
Nhà nằm tại phố VIP quận Hoàn Kiếm, văn minh, dân trí cao. Ngõ rộng, ô tô đỗ cửa. DT 55m x 3T
Sổ đỏ chính chủ, chỉ chờ giao dịch.
Gần các phố trung tâm: Trần Hưng Đạo. Lý Thường Kiệt, Phan Bội Châu, Quán Sứ, Nguyễn Du, Thợ Nhuộm, Hai Bà Trưng, Gia Ngư, Tràng Thi, Hàng Bông.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố cổ Hà nội
Cảm ơn đã quan tâm!"
3224,"Nhà Hoàng Cầu Quá rẻ  - 100m, ô tô Giá chỉ 15 tỉ
Bán nhà khu Hoàng Cầu Diện tích 100m , mặt tiền trên 5m, vuông vắn, ô tô qua cửa
Vị trí đẹp ,khu yên tĩnh, dân trí, phù hợp ở hoặc làm VP.
Sổ đỏ chính chủ
Giá bán : 15 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3225,"Nhà mặt phố Xã Đàn mặt tiền 6m - 25 tỉ
Nhà vị trí mặt phố Diện tích 65m x 3 tầng. Nhà cũ xác định lấy đất và vị trí.
Ưu điểm: Mặt tiền rộng, vỉa hè rộng, kinh doanh đỉnh cao, giá hợp lý.
Sổ đỏ chính chủ
Giá bán : 25 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3226,"Bán nhà mặt phố Chùa Bộc - Nhà đẹp,Kinh doanh đỉnh cao - 25 tỉ
Diện tích 50m x 3 tầng, mặt tiền rộng. Nhà khung BT, đẹp và còn rất tốt, vỉa hè rộng , chủ nhà đang kinh doanh rất hiệu quả. nói không với quy hoạch.
Sổ đỏ chính chủ, vuông ,đẹp.
Giá bán : 25 tỉ chỉ ra lộc.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3227,"Bán nhà ngõ Thái Hà - Diện tích rộng/Ô tô vào sân - 14 tỉ
Chủ nhà gửi bán nhà 98m x 5 tầng, mặt tiền rộng.
Nhà đẹp ở ngay, diện tích rộng thênh thang, gara ô tô, khu vực trung tâm, phố VIP đống đa
Sổ đỏ chính chủ
Giá bán : 14 tỉ chỉ ra lộc.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3228,"Bán Nhà đẹp Ngọc Hà/Hoàng Hoa Thám - Cao tầng, thang máy, Gara - 18 tỉ
Vị trí đẹp, trước nhà ô tô tránh, Gần các phố trung tâm: Đội Cấn, Ngọc Hà, Kim Mã, Văn Cao, Giang Văn Minh, Trần Phú, Kim Mã.
DT 60m x 7 tầng, thiết kế hiện đại, nội thất hoàn hảo, thang máy,gara ô tô .chỉ việc dọn về ở luôn.
Sổ đỏ chính chủ, giao dịch ngay.
Giá bán : 18 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3229,"Bán nhà Mặt đường Trường Chinh - Mặt tiền 6m - 13.5 tỉ
Diện tích 30m x 4.5 tầng, Nhà khung chắc chắn,Vị trí đẹp,vỉa hè rộng, phố kinh doanh đa dạng.
Sổ đỏ chính chủ.
Giá bán : 13.5 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3230,"Quá hợp lý Nhà phố Tây Sơn - Ô tô đỗ cửa,vào nhà, mặt tiền rộng. - Giá quá hợp lý 12.2 tỉ
Nhà phố Tây Sơn thông số lý tưởng Diện tích 85m x 4T, mặt tiền rộng 6m.
Kết cấu khung BT chắc chắn, ngõ rộng ô tô vào tận nhà, cách ô tô tránh 15m.
Rất phù hợp để ở hoặc xây căn hộ, chung cư cho thuê lợi nhuận cao.
Sổ đỏ chính chủ, vuông vắn.
Giá bán : 12.2 tỉ, có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3231,"Bán Nhà Hoàng Hoa Thám - Mặt ngõ kinh doanh - Mặt tiền khủng - 10 tỉ
Vị trí mặt ngõ kinh doanh đa dạng, dễ làm ăn buôn bán, cư dân tấp nập cả ngày. Lợi thế mặt tiền khủng, diện tích rộng có thể xây căn hộ dịch vụ hoặc  chung cư mini rất hợp lý.
Nhà xây 3 tầng cũ trên DT gần 99m, mặt tiền rất rộng hiếm có, xác định mua đất và vị trí.
Gần các phố trung tâm: Đội Cấn, Ngọc Hà, Hoàng Hoa Thám, Kim Mã.
Sổ đỏ chính chủ, giao dịch ngay.
Giá bán : 10 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội"
3232,"Bán nhà Mặt phố Xã Đàn - Phố đẹp, Vị trí đẹp - Giá quá hợp lý 26.8 tỉ
Diện tích 60m x 5 tầng, Nhà khung chắc chắn,Vị trí đẹp,vỉa hè rộng, phố kinh doanh gì cung được.
Sổ đỏ chính chủ.
Giá bán : 26.8 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3233,"Bán Nhà mặt Hồ Tây khu phố Vệ Hồ/Trích Sài - 55 tỉ
DT 130m x 4 tầng, mặt tiền 7m rộng thênh thang
Vị trí ngay mặt hồ phong thủy rất tốt, thửa đất mặt tiền rộng hiếm có, nhà khung BT còn rất tốt, khu vực thoáng đãng, chủ mới có thể ở, kinh doanh hoặc cho thuê.
Sổ đỏ chính chủ.
Giá bán : 55 tỉ có TL.
Chi tiết LH Anh Đắc Lộc - Chuyên Mua/Bán/Ký gửi nhà phố cổ Hà nội
Cảm ơn đã quan tâm!"
3234,"Bán nhà Đặng Thai Mai - Nhà đẹp - Gara - 36 tỉ.
Khu vực đẹp và đắt giá nhất phường Quảng An. trung tâm văn hóa, du lịch quận Tây Hồ, luôn thoáng mát , yên tĩnh.
Diện tích 140m x 4 tầng, mặt tiền rộng, ô tô vào nhà. 5 phút ra đến Hồ Tây.
Sổ đỏ chính chủ, sẵn sàng giao dịch.
Giá bán: 36 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3235,"Bán nhà mặt Hồ Tây - Qúa rẻ, 150m chỉ có 40 tỉ
Vị trí ngay mặt hồ, đắc địa, xung quanh toàn biệt thự, căn hộ cao cấp, văn minh, dân trí cao.
Diện tích 150m mặt tiền rộng. Nhà thuộc loại hiếm trong phân khúc này, chỉ chờ khách thiện chí.
Sổ đỏ chính chủ.
Giá bán : 40 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3236,"!!! UY TÍN TẠO NÊN THƯƠNG HIỆU !!!
Bán Mặt phố Chùa Bộc - Phố kinh doanh thịnh vượng - 45 tỉ
Nhà mặt phố Chùa Bộc DT 105m x 5T, mặt tiền rộng.
Nhà xây chục năm còn rất tốt, nội thất đẹp, hiện chủ nhà vừa ở vừa kinh doanh.
Nằm trên con phố đắt giá chuyên kinh doanh đã lâu năm,vị trí đẹp,vỉa hè rộng thênh thang,đông đúc nhất quận Đống Đa.
Sổ đỏ chính chủ. Giá bán : 45 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố cổ Hà nội
Cảm ơn đã quan tâm!"
3237,"Nhà mặt phố Trần Khát Chân mặt tiền rộng - 19 tỉ
Bán nhà mặt phố Trần Khát Chân Diện tích 70m x 3T , mặt tiền 5m.
Nhà nhỏ tiền, phố kinh doanh tấp nập, dân cư đông đúc dễ buôn bán.
Nhà cũ xác định lấy đất.
Giá bán : 19 tỉ chỉ ra lộc.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội"
3238,"Bán nhà mặt phố Chùa Bộc - Nhà đẹp long lanh, Kinh doanh đỉnh cao - 35 tỉ
Diện tích 80m x 5 tầng, mặt tiền rộng. Nhà đẹp và còn rất tốt, vỉa hè rộng , chủ nhà đang kinh doanh rất hiệu quả.
Nhà Vừa đẹp vừa hiếm, chỉ chờ khách thiện chí.
Sổ đỏ chính chủ.
Giá bán : 35 tỉ chỉ ra lộc.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3239,"Bán Nhà Đội Cấn - Nhà cao tầng, thang máy - 18 tỉ
Vị trí mặt đường lớn trung tâm Ba Đình,văn minh dân trí cao.
Nhà còn khá mới, nội thất hoàn hảo, thang máy chạy vù vù, gara ô tô. chỉ việc dọn về ở.
Sổ đỏ chính chủ, giao dịch ngay.
Giá bán : 18 tỉ có TL.
Chi tiết LH Anh Đắc - Chuyên Mua/Bán/Ký gửi nhà phố Hà nội
Cảm ơn đã quan tâm!"
3240,"Cần bán nhà mặt phố Đường Ngọc Hồi, Hoàng Mai, cách bến xe Nước Ngầm 100m, phía không có đường tàu, giao thông thuận tiện, ô tô dừng đỗ thoải mái.
- Diện tích 80m2 xây dựng nhà 6 tầng chắc chắn, còn khá mới, khách mua về có thể ở luôn hoặc sơn lại cho long lanh.
- Nhà thiết kế mới, tầng dưới thông sàn, tầng trên chia 2 phòng thuận tiện vừa ở vừa kinh doanh. Mặt tiền rộng, phòng nào cũng có cửa sổ.
- Vị trí mặt phố vỉa hè rộng, ô tô dừng đỗ trước cửa, gần bến xe Nước Ngầm, cách Quận Ủy Hoàng Mai chỉ 300m, ra Linh Đàm chỉ 200m, giao thông thuận tiện.
- Sổ đỏ chính chủ, vuông vắn.
- Giá chào 8.9 tỷ (chủ thiện chí bán)"
